,OutputAnalyse30
0.46591,0.00019333519471533713
0.49444655555555556,0.00021124212564142377
0.5229831111111111,0.0003931879201648063
0.5515196666666666,0.0007129366376893153
0.5800562222222222,0.000995547420969013
0.6085927777777778,0.0014494721398401079
0.6371293333333333,0.0025556685947780186
0.6656658888888889,0.004320013483728367
0.6942024444444445,0.006752202164274472
0.722739,0.010415867046636962
0.7512755555555555,0.014841443565403742
0.7798121111111112,0.019045028348584805
0.8083486666666666,0.023933377086592596
0.8368852222222223,0.032591054909961746
0.8654217777777777,0.045671583796896814
0.8939583333333333,0.059927358328661584
0.9224948888888889,0.07610468450159061
0.9510314444444444,0.09819950109104604
0.979568,0.1270673884340246
1.0081045555555554,0.16147606898162412
1.0366411111111111,0.1994937107257663
1.0651776666666666,0.24033701140470284
1.0937142222222223,0.28706479981622024
1.1222507777777777,0.34656144294199165
1.1507873333333334,0.41887926976324075
1.1793238888888888,0.49728703942593394
1.2078604444444445,0.5800851511483327
1.236397,0.667857818235857
1.2649335555555554,0.7654557351014175
1.293470111111111,0.8767057120992128
1.3220066666666666,0.9967685705903672
1.3505432222222222,1.1106166621006877
1.3790797777777777,1.2103318970596164
1.4076163333333334,1.3018739854937367
1.4361528888888888,1.3747183490373476
1.4646894444444445,1.4313672227610745
1.493226,1.479683090634875
1.5217625555555556,1.5075987087898899
1.550299111111111,1.521378302893959
1.5788356666666667,1.5159480781962549
1.6073722222222222,1.4759565699306634
1.6359087777777779,1.4183701500802572
1.6644453333333333,1.3560016961298853
1.6929818888888888,1.2902969081121038
1.7215184444444445,1.2156595940080441
1.750055,1.130770580168057
1.7785915555555556,1.0365815417676998
1.807128111111111,0.9386005368722367
1.8356646666666667,0.843388208606815
1.8642012222222222,0.7563695073784791
1.8927377777777779,0.6716441172056031
1.9212743333333333,0.5913974544187038
1.949810888888889,0.514004134014758
1.9783474444444444,0.44107811716294243
2.006884,0.3767908024137781
2.0354205555555556,0.32041332017599056
2.063957111111111,0.2766241036757471
2.0924936666666665,0.23891838341446633
2.121030222222222,0.20063698931833612
2.149566777777778,0.165469396307849
2.178103333333333,0.13415608515029745
2.2066398888888887,0.10714907926591669
2.2351764444444444,0.08829235175640783
2.263713,0.07548949397913876
2.2922495555555553,0.0676142692910366
2.320786111111111,0.060135462278219594
2.3493226666666667,0.05001540483689509
2.377859222222222,0.03870995003563627
2.4063957777777776,0.02836381430753303
2.4349323333333333,0.021555274302349093
2.463468888888889,0.01819985177925457
2.4920054444444446,0.01607646750310869
2.520542,0.013864093005411495
2.5490785555555555,0.011219354887493904
2.577615111111111,0.008242207047204542
2.6061516666666664,0.006177368697367768
2.634688222222222,0.00505983696761941
2.6632247777777778,0.004271096314643932
2.6917613333333335,0.0031214302761319378
2.7202978888888887,0.0017374553316513856
2.7488344444444444,0.0010738501820872122
2.777371,0.0011022941174977695
2.8059075555555557,0.0010142922570810261
2.834444111111111,0.0006253929362006788
2.8629806666666666,0.0002478944994949089
2.8915172222222223,0.00011116129455544274
2.9200537777777775,0.0002399530138355396
2.948590333333333,0.0003807816597235589
2.977126888888889,0.0003720803317163047
3.0056634444444446,0.00039792932136850715
3.0342,0.0002913450187850574
3.0627365555555555,0.00010765916796853235
3.091273111111111,0.0001342286957993203
3.119809666666667,0.0003190827657983724
3.148346222222222,0.0003178316460401615
3.1768827777777777,0.00012290406555181608
3.2054193333333334,2.0664617667289776e-05
3.2339558888888886,2.705070279758415e-05
3.2624924444444443,0.00011157007492914739
3.291029,0.000181277612437718
